chr	begin	end	GSE39312_H9_TAF11.bed	H9cells_H3K23me2_broad_peaks.bed	H9_baker_Smad3_peaks.bed	GSE39312_H9_POL2.bed	H9cells_H3K56ac_broad_peaks.bed	H9_baker_Smad2_3G_peaks.bed	H9_hESC_FAIREseq_broad_peaks.bed	H9cells_H2BK15ac_broad_peaks.bed	Intersected_GSM768310_FOXP1_H9_peaks.bed	GSE39312_H9_TAF7.bed	GSE39312_H9_TAF5.bed	H9cells_H3K18ac_broad_peaks.bed	H9cells_H3K4me2_broad_peaks.bed	H9cells_H3K4me1_broad_peaks.bed	H9cells_H2AK5ac_broad_peaks.bed	H9cells_H3K9ac_broad_peaks.bed	H9cells_H3K4me3_broad_peaks.bed_reordered_features.bed	H9_K79me2_pooled_broad_peaks.bed	GSE39312_H9_TAF3.bed	H9cells_H4K91ac_broad_peaks.bed	H9cells_H3K36me3_broad_peaks.bed	H9cells_H3K79me1_broad_peaks.bed	H9cells_H3K9me3_broad_peaks.bed	H9cells_H4K8ac_broad_peaks.bed	H9cells_H3K4ac_broad_peaks.bed	H9cells_H2BK5ac_broad_peaks.bed	H9_baker_Foxh1_peaks.bed	H9cells_H2BK12ac_broad_peaks.bed	H9cells_H3K27me3_broad_peaks.bed	H9cells_H4K5ac_broad_peaks.bed	H9_baker_Smad4_peaks.bed	GSE39312_H9_TBP.bed
chr1	8484087	8485244	0.0	0.0	0.0	0.0	0.0	0.249783923941	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.5738980121	0.0	0.80639585134	0.788245462403	0.0	0.0	0.508210890233	0.0	0.0	0.0	0.0	0.0	0.997407087295	0.0	1.0	0.0	0.0	0.0	0.0
chr1	8761979	8763866	0.0	0.0	0.0	0.0	0.0	0.189719130896	0.0	0.0	0.331213566508	0.0	0.0	0.988341282459	1.0	0.0323264440911	0.0	1.0	1.0	0.211446740859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19501854796	0.0
chr1	9471037	9471506	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.884861407249	0.784648187633	0.0	1.0	0.0	0.0	0.0	0.0	0.987206823028	0.985074626866	0.846481876333	0.970149253731	1.0	1.0	1.0	0.0	0.884861407249	0.0	1.0	0.0	0.0
chr1	10002857	10003741	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.382352941176	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.759049773756	0.0	0.0	0.0	0.0	0.0	0.0	0.897058823529	0.0	0.0	0.0	0.795248868778	0.0	0.0
chr1	10093046	10093855	0.0	0.954264524104	0.0	0.0	0.0	0.0	0.0	0.89369592089	0.474660074166	0.433868974042	0.320148331273	0.965389369592	1.0	0.0	0.792336217553	1.0	1.0	0.592088998764	0.433868974042	0.880098887515	0.0	0.0	0.0	0.0	0.773794808405	0.961681087763	0.0	0.953028430161	0.0	0.698393077874	0.0	0.559950556242
chr1	11333579	11333829	0.0	0.96	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.092	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
chr1	11345828	11346753	0.0	0.0	0.0	0.0	0.0	0.0	0.0616216216216	1.0	0.0	0.0	0.0	1.0	0.84	1.0	0.0	0.911351351351	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	11415848	11416436	0.0	0.0	0.506802721088	0.0	0.0	0.528911564626	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.974489795918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.224489795918	0.0	0.0	0.0	0.0	0.0
chr1	11433870	11434304	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
chr1	11740784	11743374	0.108494208494	0.928185328185	0.107335907336	0.0	0.0	0.0903474903475	0.0	0.442857142857	0.0	0.0	0.0	1.0	1.0	0.553667953668	0.0583011583012	0.866409266409	0.873359073359	0.171814671815	0.0243243243243	0.549034749035	0.0	0.214671814672	0.0	0.0	0.633976833977	1.0	0.0826254826255	1.0	0.0	0.371042471042	0.0	0.0
chr1	11749809	11751563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.590649942987	0.0	0.0	0.0	1.0	1.0	0.0	0.867160775371	1.0	1.0	0.94070695553	0.0	1.0	0.0	0.605473204105	0.0	0.0	1.0	1.0	0.191562143672	1.0	0.0	0.890535917902	0.0	0.0
chr1	11796280	11796695	0.41686746988	0.0	0.0	0.378313253012	0.0	0.0	0.0	0.0	0.0	0.0	0.378313253012	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.812048192771	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	11967999	11970188	0.0	0.5893101873	0.0	0.0	0.0	0.0	0.831886706259	0.370031978072	0.0	0.0	0.0	0.993147555962	0.878940155322	0.0	0.695751484696	1.0	0.680676107812	0.0	0.0	0.649611694838	0.0	0.0	0.0	0.0	0.599817268159	1.0	0.0	0.622658748287	0.0	0.99817268159	0.0	0.0
chr1	12675819	12676495	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.192307692308	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	12696351	12696690	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
chr1	14462539	14463877	0.0	0.0	0.0	0.0	0.0	0.0	0.295216741405	0.0	0.0	0.0	0.0	1.0	0.318385650224	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.953662182362	1.0	0.0	1.0	0.0	0.0	0.0	0.0
chr1	14730698	14732208	0.0	0.0	0.0	0.0	0.0	0.0	0.198013245033	0.0	0.0	0.0	0.0	1.0	0.879470198675	1.0	0.0185430463576	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
chr1	15834755	15836363	0.0	0.0	0.0	0.0	0.0	0.0	0.236940298507	0.0	0.0	0.0	0.0	1.0	1.0	0.409825870647	0.0	0.0	0.0	0.0	0.0	0.00870646766169	0.0	0.0	0.0	0.0	0.231343283582	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	15849731	15851343	0.0	0.0	0.0	0.0800248138958	0.0	0.0	0.0	0.0	0.0	0.220223325062	0.0	0.612903225806	1.0	0.0	0.0	0.68858560794	0.942307692308	0.0	0.0800248138958	0.0	0.0	0.0	0.0	0.0	0.0	0.964019851117	0.314516129032	0.546526054591	0.0	0.18300248139	0.0	0.0
chr1	16160913	16163603	0.0	0.931226765799	0.0	0.0	0.0	0.0	0.0204460966543	0.982527881041	0.0	0.0	0.0	1.0	0.799628252788	0.0	0.83531598513	0.769144981413	0.773977695167	0.0	0.0	0.995910780669	0.0	0.0	0.571747211896	0.107063197026	0.985501858736	0.843866171004	0.0	0.983271375465	0.0	0.750185873606	0.0	0.0
chr1	16175925	16176564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.69014084507	1.0	1.0	0.153364632238	1.0	1.0	1.0	0.388106416275	0.574334898279	1.0	0.0	1.0	0.0	0.0	0.267605633803	0.89827856025	0.0	1.0	0.0	0.602503912363	0.0	0.0
chr1	16330476	16330676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	16472365	16473818	0.0	0.0	0.0	0.0	0.0	0.183069511356	0.0	1.0	0.0	0.0	0.0	0.951823812801	1.0	1.0	0.0	0.188575361321	0.787336545079	1.0	0.0	1.0	0.225739848589	1.0	0.0	0.0	1.0	1.0	0.171369580179	1.0	0.0	0.85753613214	0.0	0.0
chr1	16693730	16694482	0.0	0.893617021277	0.0	0.0	0.0	0.0	0.0	0.921542553191	0.11835106383	0.0	0.0757978723404	1.0	0.966755319149	0.0	0.0	1.0	1.0	0.219414893617	0.753989361702	0.792553191489	0.0	0.69414893617	0.0	0.0	0.753989361702	0.98670212766	0.0	0.901595744681	0.0	0.0	0.0	0.0
chr1	16839688	16841083	0.0	0.0	0.281003584229	0.0	0.998566308244	0.369892473118	0.0	0.378494623656	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.997132616487	0.912544802867	1.0	0.0	1.0	0.0	1.0	0.217921146953	0.0
chr1	16971026	16971635	1.0	1.0	0.0	0.676518883415	0.0	0.35960591133	0.0	1.0	0.781609195402	1.0	0.676518883415	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.311986863711	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.978653530378
chr1	16992777	16993837	0.0	0.0	0.429245283019	0.0	0.0	0.531132075472	0.0	1.0	0.264150943396	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.915094339623	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.35	0.0
chr1	17066723	17068102	0.0	0.0	0.329949238579	0.0	0.157360406091	0.408266860044	0.115300942712	0.0	0.981145757796	0.0	0.0	1.0	1.0	0.0	0.0	0.994923857868	1.0	0.0	0.0	0.973168963017	0.0	0.0	0.0	0.895576504714	0.0	0.980420594634	0.0	0.0	0.0	0.902102973169	0.269035532995	0.0
chr1	17221870	17223528	0.0	0.0	0.245476477684	0.0	0.744873341375	0.306393244873	0.0	0.422798552473	0.0	0.0	0.0	1.0	1.0	0.0	0.948130277443	1.0	1.0	0.0	0.0	0.947527141134	0.0	0.0	0.0	0.642340168878	0.621833534379	0.989143546441	0.0	0.491556091677	0.0	0.822677925211	0.218938480097	0.0
chr1	17230738	17231732	0.0	1.0	0.0	0.0	0.286720321932	0.0	0.248490945674	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.236418511066	0.975855130785	1.0	0.0	0.0	0.676056338028	0.0	0.0	0.0	0.306841046278	0.26861167002	1.0	0.0	0.0	0.0	0.349094567404	0.0	0.0
chr1	17247881	17248144	0.0	0.0	0.0	0.0	0.0	0.0	0.266159695817	0.0	0.0	0.0	0.0	0.939163498099	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.794676806084	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	17796250	17798097	0.0	0.0	0.0	0.0	0.0	0.0	0.199242014077	1.0	0.0	0.0	0.0	1.0	0.713048186248	0.409312398484	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.174878180834	0.0	0.0
chr1	17912850	17915116	0.0	0.0	0.0	0.0	0.0	0.0882612533098	0.0	0.840688437776	0.0	0.0	0.0	1.0	0.961165048544	1.0	0.57413945278	0.0	0.0	0.0	0.0	1.0	0.179170344219	1.0	0.0	0.287290379523	1.0	1.0	0.0	1.0	0.0	0.341571050309	0.0	0.0
chr1	18559100	18560718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.399876390606	0.969715698393	0.0	1.0	0.0	0.0	0.0	0.0
chr1	18621593	18623421	0.0	0.504923413567	0.0809628008753	0.0	0.0	0.112691466083	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.361050328228	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.141684901532	1.0	0.0	1.0	0.0568927789934	0.0
chr1	18624548	18626282	0.0	0.227220299885	0.240484429066	0.0	0.0	0.255478662053	0.0	1.0	0.0	0.0	0.0	1.0	0.47693194925	1.0	0.51384083045	0.485582468281	0.104959630911	0.0	0.0	1.0	0.0	0.0	0.0738177623991	0.0	0.485582468281	1.0	0.250865051903	1.0	0.0	0.899653979239	0.158016147636	0.0
chr1	18745842	18746132	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0103448275862	1.0	0.0	0.0	0.0	0.0
chr1	18806815	18807748	0.0	0.0	0.228295819936	0.0	0.0	0.0	0.0	1.0	0.0	0.105037513398	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.136120042872	1.0	0.0	0.322615219721	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.944265809218	0.0	0.483386923901
chr1	19536905	19537509	0.0	0.456953642384	0.0	0.466887417219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.528145695364	0.799668874172	0.0	0.0	0.0	0.0	0.0	0.258278145695
chr1	19578004	19578612	0.585526315789	1.0	0.0	0.263157894737	0.0	0.0	0.0	1.0	0.0	0.784539473684	0.585526315789	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.585526315789	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.603618421053
chr1	19664848	19665246	0.0	0.86432160804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.21608040201	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.474874371859	1.0	0.0	0.63567839196	0.0	1.0	0.0	0.0
chr1	19811576	19812856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.61328125	1.0	0.12109375	0.0	1.0	0.0	0.0578125	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.153125	0.0	0.0
chr1	19922679	19924176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0888443553774	0.0	1.0	1.0	0.0	0.0	1.0	0.972611890448	0.060120240481	0.0	1.0	0.0	0.318637274549	0.0	0.0	0.0	0.646626586506	0.0	0.842351369405	0.0	0.0	0.0	0.191716766867
chr1	20142651	20143875	0.0	0.0	0.0	0.0	0.0	0.0	0.385620915033	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.817810457516	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.468954248366	0.40114379085	0.178921568627	1.0	0.0	0.0	0.0	0.0
chr1	21112705	21113115	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.326829268293	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.419512195122	0.334146341463	0.841463414634	0.0	0.475609756098	0.0	0.0	0.831707317073	1.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	21113985	21114439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.546255506608	0.0	0.0	0.0	0.0	0.0	0.0
chr1	22108587	22111086	0.0	0.685474189676	0.0	0.142857142857	0.0	0.0	0.0	0.824329731893	0.0	0.19487795118	0.302921168467	1.0	1.0	0.0	0.0	0.756302521008	1.0	0.235294117647	0.361344537815	0.504201680672	0.0	0.323729491797	0.0	0.0	0.825930372149	0.826730692277	0.0	1.0	0.0	0.558223289316	0.0	0.276510604242
chr1	22270738	22271343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.97520661157	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.904132231405	0.0	0.0
chr1	22351457	22352611	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42027729636	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.483535528596	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0424610051993
chr1	23494937	23495158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.764705882353	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.764705882353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	23590108	23590808	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.938571428571	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	23811029	23811580	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	23880775	23883917	0.0	0.0	0.13367281986	0.0	0.0	0.273392743475	0.161680458307	1.0	0.0	0.0	0.0	0.951304901337	1.0	0.701464035646	1.0	1.0	1.0	0.0	0.0	1.0	0.179503500955	0.251432208784	0.0	0.0	0.896244430299	0.900381922342	0.166454487588	1.0	0.0	0.429026098027	0.181094844048	0.0
chr1	23886182	23886570	0.0	0.742268041237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
chr1	23923113	23926142	0.0	0.0	0.118190822053	0.0	0.0	0.0960713106636	0.0	0.0	0.0	0.0	0.0	1.0	0.599537801255	1.0	0.805216242984	0.442720369759	0.0	0.0	0.0	0.694618686035	0.0	0.0	0.0	0.0	0.28788379003	1.0	0.109937273027	1.0	0.0	0.397821063057	0.0894684714427	0.0
chr1	23952454	23952772	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.924528301887	1.0	0.761006289308	0.0	0.0	0.0	0.823899371069	0.0	1.0	1.0	0.0	0.814465408805	0.990566037736	0.842767295597	0.864779874214	0.0	0.0	0.0	1.0	0.0	0.0
chr1	24285310	24286639	0.0	0.0	0.0	0.288186606471	0.0	0.0	0.0	0.856282919488	0.0	0.288186606471	0.270127915726	0.969902182092	1.0	0.0	0.0	0.981941309255	1.0	0.131677953348	0.513920240783	0.822422874342	0.0	0.0	0.0	0.821670428894	0.61625282167	0.912716328066	0.0	0.837471783296	0.0	0.838224228743	0.0	0.352896914974
